SCORE: total_score         rms     cen_rms complex_normalized           dG_cross dG_cross/dSASAx100 dG_separated dG_separated/dSASAx100 dSASA_hphobic dSASA_int dSASA_polar delta_unsatHbonds dslf_fa13  f_b-site f_combined-copy f_combined_buns-copy f_combined_buns2-copy f_contact-designable f_contact-designable_copy f_contact-hphobic_with_designable f_contact-hphobic_with_designable_copy                                 f_sasa                                 fa_atr                                 fa_dun                                fa_elec fa_intra_rep fa_intra_sol_xover4              fa_rep              fa_sol hbond_E_fraction hbond_bb_sc hbond_lr_bb    hbond_sc hbond_sr_bb hbonds_int lk_ball_wtd          m1          m2          m3          m4          m5          m6          m7    nres_all    nres_int       omega     p_aa_pp    packstat per_residue_energy_int pro_close rama_prepro         ref    sc_value side1_normalized side1_score side2_normalized side2_score     st_rmsd t1_timing_profile t2_timing_profile t3_timing_profile t4_timing_profile t5_timing_profile t6_timing_profile t7_timing_profile t8_timing_profile yhh_planarity description 
SCORE:   -1543.492       8.993       8.993             -3.150            -13.401             -1.380       -7.068                 -0.728       430.240   971.059     540.819             6.000     0.000     0.000        -605.776                5.000                 1.000                0.000                    11.000                             0.000                                 14.000                                971.059                              -3111.974                                598.007                               -950.204        5.809             104.028             358.085            1868.229            0.749     -91.576     -52.996     -83.706    -263.689      4.000     -70.023       6.000      16.000    -788.909    -799.594    -532.295    -601.831    -605.776     490.000      40.000      42.780     -88.666       0.553                 -3.220     2.877      51.159     137.346       0.000           -3.128     -71.949           -3.343     -56.837       2.000           198.641           199.242           199.728           214.635           227.783           233.073           237.172           241.405         1.021 0.22.h_tag.vav-dh_2vrw_relaxed_0000415
SCORE:   -1543.511      11.780      11.780             -3.150            -16.259             -1.691      -11.663                 -1.213       587.061   961.749     374.687            10.000     0.000 273209.469        -666.107                4.000                 1.000                0.000                    12.000                             0.000                                 19.000                                961.749                              -3129.907                                606.425                               -949.411        5.813             104.673             359.135            1877.447           -0.000     -87.235     -53.071     -87.900    -263.211      0.000     -73.238      14.000      21.000    -974.778    -941.581    -619.716    -662.636    -666.107     490.000      42.000      42.447     -87.665       0.672                 -3.091     3.004      49.372     138.985       0.000           -3.115     -80.987           -3.052     -48.836       1.000          3534.897          3537.923          3540.608          3559.250          3577.345          3586.111          3590.296          3594.644         0.825 0.22.h_tag.vav-dh_2vrw_relaxed_0002106
SCORE:   -1544.049      10.930      10.930             -3.151            -10.971             -2.357       -7.192                 -1.545       379.398   465.495      86.097             0.000     0.000     0.000        -674.600                8.000                 0.000                0.000                    16.000                             0.000                                 20.000                                465.495                              -3123.146                                607.764                               -937.892        5.872             101.860             363.169            1849.250           -0.000     -89.441     -52.817     -90.004    -262.247      0.000     -69.036       9.000      22.000    -805.491    -814.054    -675.009    -675.830    -674.600     490.000      24.000      42.392     -89.115       0.510                 -2.922     2.906      42.483     153.147       0.000           -2.333     -28.002           -3.511     -42.136       2.000            83.172            83.566            83.885           109.822           132.897           136.750           139.940           143.408         0.806 0.22.h_tag.vav-dh_2vrw_relaxed_0000198
SCORE:   -1544.260      25.514      25.514             -3.152            -30.163             -1.970      -22.906                 -1.496       848.126  1531.114     682.988             9.000     0.000     0.000        -738.678                6.000                 6.000                0.000                     5.000                             0.000                                  8.000                               1531.114                              -3127.792                                617.242                               -956.575        5.821             104.141             364.389            1876.766            0.249     -95.023     -53.175     -87.342    -260.077      5.000     -65.439      12.000      10.000    -782.271    -875.417    -690.236    -702.729    -738.678     490.000      62.000      42.490     -89.648       0.515                 -2.975     2.985      41.828     134.294       0.000           -2.705    -105.496           -3.434     -78.975      29.000          1604.210          1606.383          1608.852          1621.463          1632.967          1640.263          1644.385          1648.641         0.856 0.22.h_tag.vav-dh_2vrw_relaxed_0001495
SCORE:   -1544.275       6.478       6.478             -3.152            -19.318             -2.213      -13.618                 -1.560       447.745   872.802     425.057             1.000     0.000 918848.875        -703.796                2.000                 1.000                0.000                     4.000                             0.000                                  4.000                                872.802                              -3121.266                                610.397                               -968.687        5.824             108.305             365.648            1884.813            0.279     -91.812     -52.588     -89.410    -262.415      5.000     -67.303      13.000       6.000    -730.026    -751.163    -656.354    -710.784    -703.796     490.000      43.000      42.987     -88.013       0.538                 -2.505     2.975      48.853     126.450       0.000           -2.591     -75.127           -2.328     -32.585       4.000           245.211           245.877           246.831           254.248           259.492           265.402           269.889           273.486         0.967 0.22.h_tag.vav-dh_2vrw_relaxed_0000468
SCORE:   -1544.311      13.587      13.587             -3.152            -30.455             -2.271      -26.226                 -1.956       630.230  1341.028     710.798            13.000     0.000 41421.844        -791.387                1.000                 5.000                0.000                     1.000                             0.000                                  2.000                               1341.028                              -3132.536                                618.088                               -973.324        5.848             105.955             366.664            1902.816            0.480     -95.163     -53.538     -97.617    -262.375      9.000     -65.033      14.000       5.000    -708.735    -792.365    -728.176    -800.659    -791.387     490.000      57.000      42.499     -86.252       0.549                 -3.132     2.901      50.137     125.442       0.000           -3.182    -104.991           -3.064     -73.542      15.000            62.969            63.515            63.974            71.003            75.740            82.276            86.935            91.448         1.178 0.22.h_tag.vav-dh_2vrw_relaxed_0000245
SCORE:   -1544.321       6.644       6.644             -3.152             -4.461             -1.440       -2.296                 -0.741       137.986   309.722     171.736             0.000     0.000 729474.438        -586.499                7.000                 1.000                1.000                     2.000                             1.000                                  2.000                                309.722                              -3098.864                                614.779                               -955.820        5.755             105.811             357.597            1866.307            0.828     -89.801     -53.599     -90.916    -263.965      2.000     -69.352       7.000       3.000    -663.156    -711.268    -553.461    -563.773    -586.499     490.000      22.000      41.822     -87.653       0.579                 -2.361     2.909      50.553     119.161       0.000           -2.284     -27.410           -2.454     -24.541       3.000          3076.286          3078.767          3081.652          3087.712          3093.119          3097.855          3100.449          3103.276         0.956 0.22.h_tag.vav-dh_2vrw_relaxed_0001902
SCORE:   -1544.330       9.317       9.317             -3.152            -22.888             -2.240      -19.537                 -1.912       496.226  1021.946     525.720             4.000     0.000     0.000        -758.746                3.000                 2.000                0.000                     1.000                             0.000                                  2.000                               1021.946                              -3125.972                                612.905                               -962.739        5.792             106.281             358.145            1888.525            0.285     -87.046     -51.971     -94.110    -260.552      5.000     -67.645       7.000       2.000    -742.370    -766.186    -674.259    -754.790    -758.746     490.000      44.000      42.638     -87.782       0.644                 -3.424     2.929      49.467     125.970       0.000           -3.163     -69.585           -3.684     -81.054       2.000          2671.002          2673.969          2676.992          2684.924          2691.393          2698.102          2702.294          2706.702         0.834 0.22.h_tag.vav-dh_2vrw_relaxed_0001795
SCORE:   -1544.409      13.275      13.275             -3.152            -22.268             -2.043      -11.488                 -1.054       772.056  1089.856     317.800             2.000     0.000     0.000        -652.426                0.000                 0.000                0.000                     5.000                             0.000                                  6.000                               1089.856                              -3114.070                                610.715                               -947.671        5.755             105.200             360.252            1866.122            0.077     -89.366     -52.231     -90.605    -263.705      1.000     -70.151       8.000       8.000    -775.449    -794.943    -638.915    -646.018    -652.426     490.000      56.000      41.589     -87.965       0.547                 -3.015     3.312      50.786     126.505       0.000           -2.976     -98.198           -3.072     -70.652       8.000           115.081           115.579           116.004           122.883           129.250           133.644           138.105           142.630         1.121 0.22.h_tag.vav-dh_2vrw_relaxed_0000288
SCORE:   -1544.502      12.963      12.963             -3.152             -1.856             -0.486       -1.856                 -0.486       225.813   382.078     156.265             0.000     0.000     0.000        -563.354                6.000                 0.000                0.000                     2.000                             0.000                                  2.000                                382.078                              -3109.089                                611.328                               -957.782        5.773             106.500             358.350            1880.496           -0.000     -90.649     -53.608     -90.927    -261.436      0.000     -69.884       4.000       2.000    -593.385    -661.794    -523.011    -539.930    -563.354     490.000      23.000      42.146     -88.704       0.610                 -2.731     2.905      50.090     119.161       0.000           -3.069     -39.892           -2.293     -22.928      15.000          3395.636          3398.407          3400.654          3405.542          3409.326          3414.120          3417.277          3420.184         0.829 0.22.h_tag.vav-dh_2vrw_relaxed_0001966
SCORE:   -1544.549      10.299      10.299             -3.152             -5.904             -1.909       -4.429                 -1.432        86.373   309.350     222.977             0.000     0.000   282.334        -653.361                5.000                 0.000                0.000                    10.000                             0.000                                 16.000                                309.350                              -3108.609                                605.973                               -943.732        5.783             101.931             357.869            1848.399            0.680     -88.563     -53.187     -93.068    -263.760      2.000     -67.218       6.000      21.000    -879.468    -934.566    -641.539    -647.140    -653.361     490.000      13.000      42.413     -88.531       0.474                 -2.422     2.984      50.723     145.272       0.000           -1.796     -12.574           -3.152     -18.911       2.000             0.713             0.869             1.042            18.092            34.083            37.280            40.300            43.539         0.771 0.22.h_tag.vav-dh_2vrw_relaxed_0000004
SCORE:   -1544.583       8.321       8.321             -3.152            -12.641             -2.103      -10.807                 -1.797       369.983   601.209     231.226             6.000     0.000     0.000        -711.481                3.000                 2.000                5.000                    10.000                             5.000                                 19.000                                601.209                              -3116.965                                612.079                               -950.139        5.832             102.887             361.059            1869.640            0.302     -89.022     -54.538     -88.896    -263.055      3.000     -70.068      14.000      22.000    -842.328    -811.782    -701.675    -706.668    -711.481     490.000      25.000      40.847     -89.719       0.563                 -3.525     3.042      50.278     131.096       0.000           -2.839     -34.066           -4.158     -54.053       2.000          1953.419          1955.833          1958.000          1976.063          1991.574          1999.570          2005.652          2012.542         1.058 0.22.h_tag.vav-dh_2vrw_relaxed_0001521
SCORE:   -1544.621      15.440      15.440             -3.152            -34.078             -3.281      -27.962                 -2.692       475.643  1038.631     562.988             5.000     0.000     0.000        -860.394                1.000                 2.000                6.000                     3.000                             9.000                                  3.000                               1038.631                              -3116.594                                615.830                               -952.084        5.757             104.459             362.781            1878.026            0.469     -92.251     -54.458     -87.635    -263.950      9.000     -70.830       9.000       5.000    -826.811    -938.832    -726.801    -854.188    -860.394     490.000      44.000      41.059     -91.575       0.558                 -2.409     3.173      50.210     122.627       0.000           -2.362     -54.325           -2.460     -51.661      18.000           781.656           783.039           784.405           795.144           804.757           815.185           823.943           832.541         0.834 0.22.h_tag.vav-dh_2vrw_relaxed_0000743
SCORE:   -1544.670      17.655      17.655             -3.152             -3.028             -1.002       -2.958                 -0.979       227.023   302.279      75.257             0.000     0.000     0.000        -609.258                5.000                 0.000                1.000                     5.000                             2.000                                  6.000                                302.279                              -3116.732                                618.701                               -965.165        5.828             105.544             361.121            1884.096           -0.000     -92.157     -52.506     -96.408    -261.681      0.000     -66.290      12.000       6.000    -672.426    -684.579    -586.079    -616.101    -609.258     490.000      13.000      41.239     -88.508       0.455                 -2.785     2.986      50.203     124.212       0.000           -1.298      -7.787           -4.060     -28.422      11.000          2299.226          2302.458          2304.851          2314.962          2322.932          2329.637          2333.904          2337.977         0.847 0.22.h_tag.vav-dh_2vrw_relaxed_0001588
SCORE:   -1544.680      15.991      15.991             -3.152             -8.009             -1.566       -7.992                 -1.562       336.459   511.583     175.124             0.000     0.000 93003.156        -679.702                2.000                 0.000                1.000                     8.000                             1.000                                 12.000                                511.583                              -3104.345                                601.615                               -952.011        5.793             102.298             357.163            1852.433            0.249     -92.576     -53.124     -89.027    -263.101      2.000     -67.649       6.000      15.000    -770.081    -753.813    -605.710    -676.037    -679.702     490.000      28.000      40.633     -86.604       0.571                 -2.537     3.035      54.987     144.965       0.000           -2.075     -31.123           -3.069     -39.901      19.000          2284.646          2287.071          2289.166          2303.451          2314.061          2321.137          2325.939          2330.664         0.835 0.22.h_tag.vav-dh_2vrw_relaxed_0001700
SCORE:   -1544.718       7.637       7.637             -3.152             -6.884             -1.498       -5.440                 -1.183       330.734   459.669     128.935             1.000     0.000     0.000        -637.098                8.000                 0.000                3.000                     6.000                             4.000                                 11.000                                459.669                              -3123.732                                613.815                               -955.186        5.862             105.669             362.802            1878.210            0.152     -90.000     -52.754     -98.134    -263.743      1.000     -66.738      11.000      11.000    -852.309    -885.958    -618.845    -634.670    -637.098     490.000      24.000      42.129     -89.157       0.520                 -3.241     3.016      49.464     132.833       0.000           -2.747     -27.465           -3.594     -50.316       5.000          2321.447          2324.144          2326.747          2338.009          2347.103          2354.725          2359.434          2363.979         0.928 0.22.h_tag.vav-dh_2vrw_relaxed_0001751
SCORE:   -1544.749      25.106      25.106             -3.153            -11.630             -1.887      -10.012                 -1.625       290.290   616.206     325.915             1.000     0.000     0.000        -693.705                7.000                 0.000                0.000                     4.000                             0.000                                  4.000                                616.206                              -3118.024                                616.402                               -970.393        5.795             105.937             362.455            1883.930            0.116     -87.896     -52.182     -92.585    -262.001      1.000     -68.259       6.000       5.000    -707.305    -762.151    -673.330    -689.372    -693.705     490.000      26.000      42.202     -87.704       0.574                 -2.841     3.056      48.885     124.816       0.000           -3.163     -41.118           -2.519     -32.742      25.000          1141.581          1143.148          1144.463          1151.745          1158.360          1163.773          1167.724          1171.511         0.817 0.22.h_tag.vav-dh_2vrw_relaxed_0001194
SCORE:   -1544.800      17.406      17.406             -3.153            -16.926             -1.995      -12.802                 -1.509       520.851   848.617     327.767             1.000     0.000     0.000        -696.129                6.000                 0.000                5.000                     6.000                             7.000                                  9.000                                848.617                              -3113.981                                606.506                               -953.929        5.786             104.278             362.804            1857.786            0.192     -84.934     -52.536     -81.998    -262.566      2.000     -70.097       8.000      10.000    -722.619    -777.206    -688.796    -676.942    -696.129     490.000      33.000      40.964     -88.844       0.540                 -2.923     2.935      51.796     130.307       0.000           -3.288     -59.192           -2.485     -37.282      13.000          1914.445          1916.657          1918.580          1929.248          1939.617          1946.058          1951.653          1957.615         0.924 0.22.h_tag.vav-dh_2vrw_relaxed_0001550
SCORE:   -1544.817       9.615       9.615             -3.153             -2.710             -1.452       -2.709                 -1.452       169.767   186.625      16.858             0.000     0.000     0.000        -647.661                2.000                 0.000                4.000                     6.000                             5.000                                 10.000                                186.625                              -3109.810                                604.748                               -945.979        5.873             104.511             362.954            1853.655           -0.000     -89.782     -52.674     -91.466    -262.513      0.000     -67.583       7.000      10.000    -870.293    -837.639    -657.027    -646.943    -647.661     490.000      18.000      43.404     -90.655       0.618                 -2.669     2.989      49.404     137.158       0.000           -2.622     -31.469           -2.761     -16.569       6.000          2120.377          2122.387          2124.266          2131.966          2138.098          2144.495          2147.866          2150.903         0.949 0.22.h_tag.vav-dh_2vrw_relaxed_0001495
SCORE:   -1544.856       8.324       8.324             -3.153             -8.298             -1.989       -6.889                 -1.651       197.272   417.201     219.929             0.000     0.000     0.000        -682.418                5.000                 0.000                0.000                     9.000                             0.000                                 12.000                                417.201                              -3112.312                                613.930                               -964.861        5.800             107.750             357.287            1890.887            0.225     -90.676     -53.827     -99.644    -263.394      2.000     -66.499       7.000      14.000    -688.499    -723.008    -681.794    -681.667    -682.418     490.000      23.000      41.011     -88.589       0.612                 -3.662     3.028      50.700     123.654       0.000           -2.826     -25.435           -4.199     -58.783       8.000           148.654           149.114           149.570           162.840           174.746           178.522           181.726           184.639         0.899 0.22.h_tag.vav-dh_2vrw_relaxed_0000301
SCORE:   -1545.079       9.416       9.416             -3.153            -14.893             -2.954      -14.582                 -2.892       256.309   504.146     247.837             4.000     0.000     0.000        -819.246                5.000                 2.000                1.000                     6.000                             1.000                                  8.000                                504.146                              -3113.171                                619.935                               -960.303        5.846             107.827             361.149            1875.215            0.126     -83.652     -52.929     -99.619    -264.822      3.000     -68.235       7.000       9.000    -769.147    -772.897    -751.915    -816.865    -819.246     490.000      20.000      44.709     -88.387       0.461                 -2.690     3.184      50.197     117.224       0.000           -3.670     -29.357           -2.037     -24.444       6.000           715.866           717.198           718.323           730.398           741.491           746.429           750.290           754.080         0.753 0.22.h_tag.vav-dh_2vrw_relaxed_0000908
SCORE:   -1545.097       5.806       5.806             -3.153             -8.790             -2.406       -8.789                 -2.406       233.949   365.345     131.395             1.000     0.000  5985.309        -753.599                6.000                 2.000                3.000                     5.000                             3.000                                  8.000                                365.345                              -3110.880                                603.988                               -957.733        5.811             102.148             360.389            1867.206            0.124     -90.712     -52.441     -89.326    -262.961      1.000     -67.772       9.000      10.000    -842.499    -857.657    -699.133    -754.315    -753.599     490.000      23.000      43.439     -87.976       0.537                 -2.093     2.837      51.431     136.507       0.000           -2.718     -35.335           -1.281     -12.806       7.000             0.366             0.514             0.675            11.564            21.909            24.903            28.472            32.555         0.949 0.22.h_tag.vav-dh_2vrw_relaxed_0000004
SCORE:   -1545.145       8.302       8.302             -3.153             -3.984             -1.290       -3.323                 -1.076       159.528   308.781     149.253             0.000     0.000     0.000        -619.124                4.000                 0.000                0.000                    10.000                             0.000                                 15.000                                308.781                              -3113.484                                617.142                               -957.266        5.809             106.331             359.609            1867.806            0.457     -90.455     -53.204     -96.946    -263.292      1.000     -66.617      19.000      16.000    -816.183    -826.092    -615.203    -615.867    -619.124     490.000      21.000      41.881     -89.823       0.592                 -2.680     3.047      48.173     135.300       0.000           -2.960     -35.514           -2.307     -20.765       3.000           713.850           715.024           715.996           735.346           753.478           757.286           760.145           763.856         0.843 0.22.h_tag.vav-dh_2vrw_relaxed_0000855
SCORE:   -1545.238      26.103      26.103             -3.154             -5.817             -2.998       -3.820                 -1.969       159.306   194.023      34.717             0.000     0.000     0.000        -695.716                2.000                 0.000                2.000                     6.000                             4.000                                  9.000                                194.023                              -3103.709                                607.558                               -952.243        5.796             103.569             356.410            1860.953           -0.000     -89.446     -52.773     -94.748    -263.377      0.000     -65.511       8.000       9.000    -659.401    -658.817    -776.750    -692.637    -695.716     490.000      12.000      41.513     -88.388       0.576                 -2.460     3.056      50.682     134.585       0.000           -2.060      -8.238           -2.660     -21.284      26.000          1462.578          1465.029          1468.055          1479.197          1488.759          1495.176          1498.870          1502.825         0.833 0.22.h_tag.vav-dh_2vrw_relaxed_0001241
SCORE:   -1545.326      19.199      19.199             -3.154             -6.136             -2.706       -6.136                 -2.706        91.637   226.748     135.111             0.000     0.000  5938.016        -767.193                4.000                 0.000                0.000                     7.000                             0.000                                  7.000                                226.748                              -3111.548                                611.855                               -955.081        5.871             105.861             358.417            1876.409            0.147     -91.067     -52.341     -96.310    -264.534      1.000     -69.167      11.000      10.000    -739.940    -740.210    -644.152    -762.822    -767.193     490.000       8.000      42.088     -89.067       0.463                 -3.532     2.967      51.102     128.373       0.000           -2.152      -6.457           -4.360     -21.802      18.000             4.015             4.184             4.364            19.898            33.772            36.877            40.174            43.178         0.846 0.22.h_tag.vav-dh_2vrw_relaxed_0000032
SCORE:   -1545.614       9.597       9.597             -3.154            -15.936             -1.524      -14.801                 -1.415       615.063  1045.839     430.776             8.000     0.000     0.000        -697.274                5.000                 2.000                0.000                     9.000                             0.000                                 10.000                               1045.839                              -3129.630                                620.199                               -972.534        5.783             108.728             361.912            1904.783            0.223     -89.721     -53.739    -100.928    -261.831      4.000     -64.944      16.000      10.000    -743.369    -819.163    -693.626    -697.589    -697.274     490.000      46.000      42.754     -89.873       0.603                 -2.927     3.001      48.898     120.721       0.000           -3.073     -79.897           -2.737     -54.742       3.000          1186.084          1188.064          1190.640          1208.498          1225.161          1231.897          1236.522          1241.279         0.807 0.22.h_tag.vav-dh_2vrw_relaxed_0001230
SCORE:   -1545.732       7.275       7.275             -3.155            -30.339             -1.652      -20.018                 -1.090      1013.947  1836.790     822.843             4.000     0.000  6687.376        -692.809                4.000                 2.000                3.000                     2.000                             6.000                                  4.000                               1836.790                              -3145.510                                624.909                               -964.784        6.000             106.340             372.879            1877.658            0.350     -86.546     -53.152     -97.327    -264.393      7.000     -66.603      15.000       4.000    -774.846    -829.836    -561.741    -670.301    -692.809     490.000      63.000      43.807     -86.980       0.596                 -2.540     3.110      45.963     137.729       0.000           -2.598     -98.708           -2.453     -61.329       3.000             0.001             0.160             0.339            11.147            20.439            28.514            37.190            45.281         1.169 0.22.h_tag.vav-dh_2vrw_relaxed_0000001
SCORE:   -1545.825      13.386      13.386             -3.155             -4.077             -1.710       -2.684                 -1.126        58.438   238.410     179.972             0.000     0.000     0.000        -620.729                7.000                 0.000                0.000                     5.000                             0.000                                  9.000                                238.410                              -3107.660                                611.644                               -957.883        5.782             105.253             359.125            1875.185            0.233     -90.851     -52.140     -89.416    -263.937      2.000     -69.876      13.000       9.000    -802.176    -805.138    -620.397    -615.028    -620.729     490.000      11.000      42.558     -88.998       0.417                 -2.633     2.992      48.525     123.020       0.000           -3.165     -18.989           -1.994      -9.969       0.000          1690.512          1692.903          1695.944          1705.951          1714.658          1720.500          1723.549          1726.551         0.852 0.22.h_tag.vav-dh_2vrw_relaxed_0001363
SCORE:   -1545.886       4.037       4.037             -3.155            -37.140             -2.331      -32.164                 -2.019      1045.505  1593.348     547.843            11.000     0.000  6239.869        -822.893                3.000                 4.000               11.000                     1.000                            16.000                                  1.000                               1593.348                              -3141.959                                608.103                               -932.817        5.829             103.816             368.532            1839.626            0.065     -85.028     -52.085     -73.458    -261.648      2.000     -70.732      10.000       1.000    -700.543    -865.263    -746.448    -832.728    -822.893     490.000      54.000      41.563     -87.481       0.674                 -3.331     2.964      42.907     144.741       0.000           -3.336    -100.070           -3.326     -79.816       3.000            24.347            24.649            25.023            33.460            41.761            57.460            73.827            89.729         1.242 0.22.h_tag.vav-dh_2vrw_relaxed_0000112
SCORE:   -1546.022       8.044       8.044             -3.155            -22.795             -2.480      -16.142                 -1.756       473.937   919.071     445.133             1.000     0.000     0.000        -731.645                6.000                 1.000                0.000                     2.000                             0.000                                  4.000                                919.071                              -3114.952                                615.261                               -956.017        5.795             104.134             359.964            1870.976            0.214     -91.347     -52.277     -88.542    -265.533      3.000     -70.043      13.000       7.000    -785.836    -858.618    -684.714    -719.149    -731.645     490.000      39.000      42.799     -89.309       0.539                 -3.173     3.096      49.201     129.773       0.000           -3.392     -67.840           -2.941     -55.888       9.000            52.950            53.353            53.837            62.721            69.865            74.679            79.584            84.494         0.998 0.22.h_tag.vav-dh_2vrw_relaxed_0000223
SCORE:   -1546.098      24.031      24.031             -3.155            -19.549             -1.905      -18.872                 -1.839       461.847  1026.157     564.309             2.000     0.000     0.000        -750.401                3.000                 0.000                0.000                     4.000                             0.000                                  6.000                               1026.157                              -3124.623                                615.997                               -958.543        5.903             104.067             360.126            1886.832            0.327     -88.303     -52.056     -98.248    -265.320      4.000     -70.171       9.000       7.000    -641.174    -671.484    -630.070    -675.221    -750.401     490.000      38.000      44.392     -90.041       0.569                 -3.244     2.965      49.659     130.563       0.000           -3.079     -46.180           -3.351     -77.080      27.000          2977.491          2980.853          2984.401          2993.221          2999.904          3009.580          3013.640          3017.802         0.702 0.22.h_tag.vav-dh_2vrw_relaxed_0001835
SCORE:   -1546.106      10.452      10.452             -3.155             -3.318             -2.685       -3.297                 -2.668        46.185   123.562      77.376             0.000     0.000     0.000        -752.011                3.000                 0.000                0.000                     4.000                             0.000                                  6.000                                123.562                              -3114.149                                612.562                               -957.445        5.820             106.847             361.949            1872.648            0.577     -88.783     -51.986     -97.469    -264.000      1.000     -64.325       9.000       7.000    -703.704    -690.400    -718.064    -723.621    -752.011     490.000      11.000      40.853     -88.234       0.584                 -2.088     3.074      51.797     123.958       0.000           -1.473      -7.365           -2.601     -15.606      11.000            69.911            70.278            70.714            79.891            88.933            91.984            94.541            97.296         0.777 0.22.h_tag.vav-dh_2vrw_relaxed_0000182
SCORE:   -1546.208      30.778      30.778             -3.156             -8.574             -2.322       -8.368                 -2.266       212.436   369.199     156.763             1.000     0.000     0.000        -740.530                1.000                 0.000                0.000                     7.000                             0.000                                 10.000                                369.199                              -3108.838                                614.841                               -964.536        5.772             104.746             359.757            1876.789            0.152     -89.955     -52.468     -97.380    -261.456      1.000     -68.020      15.000      10.000    -752.875    -740.796    -610.597    -607.258    -740.530     490.000      22.000      40.958     -88.574       0.643                 -3.051     3.022      49.803     128.434       0.000           -2.738     -30.114           -3.365     -37.018      33.000           606.360           607.442           609.581           618.971           626.659           630.430           633.559           636.708         0.899 0.22.h_tag.vav-dh_2vrw_relaxed_0000770
SCORE:   -1546.210      10.944      10.944             -3.156             -8.782             -1.785       -7.094                 -1.442       203.529   492.083     288.555             2.000     0.000     0.000        -666.273                4.000                 0.000                0.000                     8.000                             0.000                                 11.000                                492.083                              -3103.390                                601.162                               -949.524        5.805             101.559             359.570            1861.804            0.437     -89.734     -53.240     -87.169    -262.835      3.000     -69.117      10.000      15.000    -761.320    -762.628    -625.053    -666.474    -666.273     490.000      19.000      40.645     -90.082       0.530                 -2.657     3.285      45.433     138.803       0.000           -2.541     -25.412           -2.786     -25.071      14.000            33.742            34.106            34.472            47.594            59.450            63.087            66.741            70.431         0.816 0.22.h_tag.vav-dh_2vrw_relaxed_0000153
SCORE:   -1546.347       8.665       8.665             -3.156            -19.763             -1.893      -14.439                 -1.383       697.220  1044.241     347.022             3.000     0.000  5394.412        -693.247                7.000                 2.000                0.000                    14.000                             0.000                                 19.000                               1044.241                              -3128.162                                612.436                               -948.195        5.930             101.984             366.941            1866.675            0.124     -88.987     -51.826     -90.905    -264.174      1.000     -72.510      10.000      21.000    -816.008    -832.878    -667.827    -684.849    -693.247     490.000      42.000      41.689     -86.988       0.508                 -2.806     2.897      48.903     137.108       0.000           -2.724     -38.130           -2.847     -79.714       2.000             9.714             9.947            10.144            30.982            51.198            56.238            60.033            63.985         0.836 0.22.h_tag.vav-dh_2vrw_relaxed_0000067
SCORE:   -1546.363      19.847      19.847             -3.156             -3.811             -1.981       -2.824                 -1.469        95.846   192.315      96.469             2.000     0.000     0.000        -650.084                4.000                 1.000                0.000                     1.000                             0.000                                  1.000                                192.315                              -3100.789                                605.784                               -943.619        5.800             106.042             356.192            1860.429            0.603     -88.348     -52.194     -89.479    -262.652      1.000     -70.297      17.000       1.000    -643.973    -705.561    -524.410    -540.251    -650.084     490.000      12.000      41.594     -88.922       0.520                 -2.319     2.853      40.414     130.019       0.000           -2.225     -17.801           -2.505     -10.021       1.000           177.853           178.506           179.117           186.856           193.037           196.831           199.947           203.089         0.810 0.22.h_tag.vav-dh_2vrw_relaxed_0000322
SCORE:   -1546.600       6.873       6.873             -3.156             -8.796             -2.268       -7.140                 -1.840       268.524   387.916     119.392             0.000     0.000     0.000        -699.845                1.000                 0.000                0.000                     1.000                             0.000                                  3.000                                387.916                              -3106.706                                616.827                               -956.688        5.748             104.613             359.403            1868.322            0.161     -91.685     -52.483     -93.603    -261.223      1.000     -65.932       7.000       3.000    -667.114    -683.101    -695.870    -699.505    -699.845     490.000      23.000      42.327     -88.214       0.671                 -2.760     2.952      49.783     119.161       0.000           -2.315     -27.786           -3.245     -35.698       1.000          1279.564          1281.372          1283.409          1290.250          1296.583          1301.452          1304.358          1307.031         0.797 0.22.h_tag.vav-dh_2vrw_relaxed_0001149
SCORE:   -1546.622       7.684       7.684             -3.156            -24.943             -2.903      -16.069                 -1.870       455.051   859.177     404.126             2.000     0.000     0.000        -741.032                6.000                 2.000                4.000                     1.000                             4.000                                  1.000                                859.177                              -3107.651                                610.277                               -954.663        5.825             103.251             361.043            1865.239            0.249     -89.001     -52.842     -89.929    -261.676      6.000     -67.545       7.000       1.000    -767.386    -817.603    -694.672    -753.078    -741.032     490.000      33.000      43.013     -89.804       0.460                 -2.634     2.819      39.840     134.494       0.000           -2.817     -59.147           -2.315     -27.779       2.000          1739.710          1742.061          1744.315          1751.174          1756.232          1767.947          1774.709          1781.268         0.689 0.22.h_tag.vav-dh_2vrw_relaxed_0001474
